Player,Year,Team, Salary 
Chris Bosh,2008,Toronto Raptors,"  12,455,000 "
T.J. Ford,2008,Toronto Raptors,"  8,000,000 "
Rasho Nesterovic,2008,Toronto Raptors,"  7,840,000 "
Jason Kapono,2008,Toronto Raptors,"  5,356,000 "
Andrea Bargnani,2008,Toronto Raptors,"  4,838,880 "
Alvin Williams,2008,Toronto Raptors,"  4,516,484 "
Anthony Parker,2008,Toronto Raptors,"  4,350,000 "
Jorge Garbajosa,2008,Toronto Raptors,"  4,000,000 "
Primoz Brezec,2008,Toronto Raptors,"  2,750,000 "
Kris Humphries,2008,Toronto Raptors,"  2,522,913 "
Jose Calderon,2008,Toronto Raptors,"  2,471,604 "
Carlos Delfino,2008,Toronto Raptors,"  1,868,141 "
Maceo Baston,2008,Toronto Raptors,"  1,830,000 "
Darrick Martin,2008,Toronto Raptors,"  1,219,590 "
Eric Piatkowski,2008,Phoenix Suns,"  1,219,590 "
Nick Young,2008,Washington Wizards,"  1,491,240 "
Raja Bell,2008,Phoenix Suns,"  4,750,000 "
Stromile Swift,2008,New Jersey Nets,"  5,800,000 "
Trenton Hassell,2008,New Jersey Nets,"  4,350,000 "
Keith Van Horn,2008,New Jersey Nets,"  4,300,000 "
Jamaal Magloire,2008,New Jersey Nets,"  4,000,000 "
Devin Harris,2008,New Jersey Nets,"  3,995,003 "
Bostjan Nachbar,2008,New Jersey Nets,"  2,500,000 "
DeSagana Diop,2008,New Jersey Nets,"  2,146,000 "
Nenad Krstic,2008,New Jersey Nets,"  1,889,760 "
Sean Williams,2008,New Jersey Nets,"  1,416,600 "
Darrell Armstrong,2008,New Jersey Nets,"  1,219,590 "
Marcus Williams,2008,New Jersey Nets,"  1,180,200 "
Josh Boone,2008,New Jersey Nets,"  1,133,040 "
Maurice Ager,2008,New Jersey Nets,"  974,400 "
Billy Thomas,2008,New Jersey Nets,"  510,529 "
Clifford Robinson,2008,New Jersey Nets,"  500,000 "
David Wesley,2008,New Jersey Nets,"  250,000 "
Eddie Gill,2008,New Jersey Nets,"  151,089 "
Peja Stojakovic,2008,New Orleans Hornets,"  11,664,000 "
David West,2008,New Orleans Hornets,"  10,650,000 "
Tyson Chandler,2008,New Orleans Hornets,"  10,250,000 "
Mike James,2008,New Orleans Hornets,"  5,632,200 "
Morris Peterson,2008,New Orleans Hornets,"  5,356,000 "
Chris Paul,2008,New Orleans Hornets,"  3,615,960 "
Rasual Butler,2008,New Orleans Hornets,"  3,315,000 "
Bonzi Wells,2008,New Orleans Hornets,"  2,284,200 "
Hilton Armstrong,2008,New Orleans Hornets,"  1,900,200 "
Jannero Pargo,2008,New Orleans Hornets,"  1,830,000 "
Richard Jefferson,2008,New Jersey Nets,"  12,200,000 "
Julian Wright,2008,New Orleans Hornets,"  1,739,160 "
Vince Carter,2008,New Jersey Nets,"  13,320,000 "
Craig Smith,2008,Minnesota Timberwolves,"  687,456 "
Grant Hill,2008,Phoenix Suns,"  1,830,000 "
Andrew Bogut,2008,Milwaukee Bucks,"  4,991,520 "
Charlie Bell,2008,Milwaukee Bucks,"  3,100,000 "
Jake Voskuhl,2008,Milwaukee Bucks,"  3,000,000 "
Charlie Villanueva,2008,Milwaukee Bucks,"  2,715,000 "
Michael Ruffin,2008,Milwaukee Bucks,"  1,033,930 "
Royal Ivey,2008,Milwaukee Bucks,"  826,046 "
Awvee Storey,2008,Milwaukee Bucks,"  711,517 "
David Noel,2008,Milwaukee Bucks,"  687,456 "
Ramon Sessions,2008,Milwaukee Bucks,"  427,163 "
Theo Ratliff,2008,Minnesota Timberwolves,"  11,666,666 "
Antoine Walker,2008,Minnesota Timberwolves,"  8,329,640 "
Juwan Howard,2008,Minnesota Timberwolves,"  6,883,800 "
Marko Jaric,2008,Minnesota Timberwolves,"  6,050,000 "
Troy Hudson,2008,Minnesota Timberwolves,"  5,953,000 "
Greg Buckner,2008,Minnesota Timberwolves,"  3,750,000 "
Michael Doleac,2008,Minnesota Timberwolves,"  3,120,000 "
Eddie Griffin,2008,Minnesota Timberwolves,"  2,900,000 "
Randy Foye,2008,Minnesota Timberwolves,"  2,631,840 "
Sebastian Telfair,2008,Minnesota Timberwolves,"  2,562,426 "
Corey Brewer,2008,Minnesota Timberwolves,"  2,535,720 "
Al Jefferson,2008,Minnesota Timberwolves,"  2,480,885 "
Mark Madsen,2008,Minnesota Timberwolves,"  2,420,000 "
Kirk Snyder,2008,Minnesota Timberwolves,"  2,358,433 "
Rashad McCants,2008,Minnesota Timberwolves,"  1,769,160 "
Beno Udrih,2008,Minnesota Timberwolves,"  1,747,096 "
Ryan Gomes,2008,Minnesota Timberwolves,"  770,610 "
Chris Richard,2008,Minnesota Timberwolves,"  427,163 "
Bernard Robinson,2008,New Orleans Hornets,"  1,080,000 "
Yi Jianlian,2008,Milwaukee Bucks,"  2,777,760 "
Melvin Ely,2008,New Orleans Hornets,"  895,341 "
Adonal Foyle,2008,Orlando Magic,"  1,219,590 "
James Augustine,2008,Orlando Magic,"  687,456 "
Marcin Gortat,2008,Orlando Magic,"  427,163 "
Bo Outlaw,2008,Orlando Magic,"  160,071 "
Chris Webber,2008,Philadelphia 76ers,"  19,000,000 "
Samuel Dalembert,2008,Philadelphia 76ers,"  10,250,000 "
Andre Miller,2008,Philadelphia 76ers,"  9,366,666 "
Aaron McKie,2008,Philadelphia 76ers,"  7,000,000 "
Reggie Evans,2008,Philadelphia 76ers,"  4,320,000 "
Gordan Giricek,2008,Philadelphia 76ers,"  4,000,000 "
Kevin Ollie,2008,Philadelphia 76ers,"  3,441,900 "
Willie Green,2008,Philadelphia 76ers,"  3,094,000 "
Maurice Evans,2008,Orlando Magic,"  1,740,000 "
Andre Iguodala,2008,Philadelphia 76ers,"  2,804,889 "
Thaddeus Young,2008,Philadelphia 76ers,"  1,830,720 "
Rodney Carney,2008,Philadelphia 76ers,"  1,547,760 "
Jason Smith,2008,Philadelphia 76ers,"  1,233,840 "
Calvin Booth,2008,Philadelphia 76ers,"  1,103,225 "
Shavlik Randolph,2008,Philadelphia 76ers,"  1,080,000 "
Lou Williams,2008,Philadelphia 76ers,"  770,610 "
Lou Amundson,2008,Philadelphia 76ers,"  687,456 "
Herbert Hill,2008,Philadelphia 76ers,"  427,163 "
Shaquille O'Neal,2008,Phoenix Suns,"  20,000,000 "
Amar'e Stoudemire,2008,Phoenix Suns,"  13,762,775 "
Boris Diaw,2008,Phoenix Suns,"  9,000,000 "
Ryan Bowen,2008,New Orleans Hornets,"  1,033,930 "
Greg Buckner,2008,Philadelphia 76ers,"  2,080,000 "
Jameer Nelson,2008,Orlando Magic,"  1,961,609 "
Steve Nash,2008,Phoenix Suns,"  11,375,000 "
Keith Bogans,2008,Orlando Magic,"  2,440,000 "
Mile Ilic,2008,New Orleans Hornets,"  864,000 "
J.J. Redick,2008,Orlando Magic,"  2,000,160 "
Mike Wilks,2008,Washington Wizards,"  67,151 "
Stephon Marbury,2008,New York Knicks,"  19,012,500 "
Zach Randolph,2008,New York Knicks,"  13,333,333 "
Eddy Curry,2008,New York Knicks,"  8,947,543 "
Quentin Richardson,2008,New York Knicks,"  8,105,500 "
Jamal Crawford,2008,New York Knicks,"  7,920,000 "
Jerome Williams,2008,New York Knicks,"  7,639,400 "
Malik Rose,2008,New York Knicks,"  7,101,250 "
Jerome James,2008,New York Knicks,"  5,800,000 "
Jared Jeffries,2008,New York Knicks,"  5,632,200 "
Fred Jones,2008,New York Knicks,"  3,300,000 "
Dan Dickau,2008,New York Knicks,"  2,990,028 "
Leandro Barbosa,2008,Phoenix Suns,"  5,600,000 "
Nate Robinson,2008,New York Knicks,"  1,268,160 "
Renaldo Balkman,2008,New York Knicks,"  1,280,640 "
Keyon Dooling,2008,Orlando Magic,"  3,596,000 "
Pat Garrity,2008,Orlando Magic,"  3,818,750 "
Carlos Arroyo,2008,Orlando Magic,"  4,100,000 "
Tony Battie,2008,Orlando Magic,"  5,200,000 "
Dwight Howard,2008,Orlando Magic,"  6,061,274 "
Brian Cook,2008,Orlando Magic,"  3,500,000 "
Rashard Lewis,2008,Orlando Magic,"  14,880,000 "
David Lee,2008,New York Knicks,"  990,600 "
Randolph Morris,2008,New York Knicks,"  810,000 "
Wilson Chandler,2008,New York Knicks,"  1,091,640 "
Hedo Turkoglu,2008,Orlando Magic,"  6,373,900 "
Mardy Collins,2008,New York Knicks,"  967,320 "
Eric Gordon,2009,Los Angeles Clippers,"  2,623,200 "
Marquis Daniels,2009,Indiana Pacers,"  6,864,200 "
T.J. Ford,2009,Indiana Pacers,"  8,000,000 "
Rasho Nesterovic,2009,Indiana Pacers,"  8,400,000 "
Mike Dunleavy,2009,Indiana Pacers,"  9,000,000 "
Dikembe Mutombo,2009,Houston Rockets,"  794,491 "
Joey Dorsey,2009,Houston Rockets,"  816,500 "
Von Wafer,2009,Houston Rockets,"  826,269 "
Aaron Brooks,2009,Houston Rockets,"  1,045,560 "
Kyle Lowry,2009,Houston Rockets,"  1,163,520 "
Troy Murphy,2009,Indiana Pacers,"  10,126,984 "
Jamaal Tinsley,2009,Indiana Pacers,"  6,750,000 "
Danny Granger,2009,Indiana Pacers,"  2,329,805 "
Maceo Baston,2009,Indiana Pacers,"  2,272,860 "
Jarrett Jack,2009,Indiana Pacers,"  2,002,623 "
Eddie Jones,2009,Indiana Pacers,"  2,000,000 "
Justin Reed,2009,Houston Rockets,"  1,573,000 "
Travis Diener,2009,Indiana Pacers,"  1,620,000 "
Roy Hibbert,2009,Indiana Pacers,"  1,465,400 "
Stephen Graham,2009,Indiana Pacers,"  826,269 "
Josh McRoberts,2009,Indiana Pacers,"  711,517 "
Zach Randolph,2009,Los Angeles Clippers,"  14,666,667 "
Baron Davis,2009,Los Angeles Clippers,"  11,250,000 "
Marcus Camby,2009,Los Angeles Clippers,"  10,000,000 "
Chris Kaman,2009,Los Angeles Clippers,"  9,500,000 "
Jeff Foster,2009,Indiana Pacers,"  5,500,000 "
Brandon Rush,2009,Indiana Pacers,"  1,799,160 "
Luis Scola,2009,Houston Rockets,"  3,100,667 "
Brent Barry,2009,Houston Rockets,"  1,910,000 "
Monta Ellis,2009,Golden State Warriors,"  11,000,000 "
Andris Biedrins,2009,Golden State Warriors,"  9,000,000 "
Jason Hart,2009,Los Angeles Clippers,"  2,484,000 "
Jamal Crawford,2009,Golden State Warriors,"  8,640,000 "
Corey Maggette,2009,Golden State Warriors,"  8,275,862 "
Stephen Jackson,2009,Golden State Warriors,"  7,140,000 "
Adonal Foyle,2009,Golden State Warriors,"  6,800,000 "
Ronny Turiaf,2009,Golden State Warriors,"  4,500,000 "
Kelenna Azubuike,2009,Golden State Warriors,"  2,900,000 "
Brandan Wright,2009,Golden State Warriors,"  2,497,320 "
Anthony Randolph,2009,Golden State Warriors,"  1,709,280 "
Marco Belinelli,2009,Golden State Warriors,"  1,446,720 "
Chuck Hayes,2009,Houston Rockets,"  1,768,000 "
Marcus Williams,2009,Golden State Warriors,"  1,262,520 "
Anthony Morrow,2009,Golden State Warriors,"  442,114 "
Rob Kurz,2009,Golden State Warriors,"  429,111 "
DeMarcus Nelson,2009,Golden State Warriors,"  182,047 "
Richard Hendrix,2009,Golden State Warriors,"  57,215 "
Tracy McGrady,2009,Houston Rockets,"  20,370,437 "
Yao Ming,2009,Houston Rockets,"  15,070,550 "
Metta World Peace,2009,Houston Rockets,"  7,400,000 "
Shane Battier,2009,Houston Rockets,"  6,448,900 "
Brian Cook,2009,Houston Rockets,"  3,500,000 "
Carl Landry,2009,Houston Rockets,"  3,000,000 "
Jackie Butler,2009,Houston Rockets,"  2,552,000 "
Luther Head,2009,Houston Rockets,"  1,962,378 "
C.J. Watson,2009,Golden State Warriors,"  711,517 "
Jermareo Davidson,2009,Golden State Warriors,"  422,725 "
Darko Milicic,2009,Memphis Grizzlies,"  7,020,000 "
Al Thornton,2009,Los Angeles Clippers,"  1,776,240 "
Marc Gasol,2009,Memphis Grizzlies,"  3,093,333 "
Steve Francis,2009,Memphis Grizzlies,"  2,636,550 "
Rudy Gay,2009,Memphis Grizzlies,"  2,579,400 "
Chris Mihm,2009,Memphis Grizzlies,"  2,500,000 "
Damon Stoudamire,2009,Memphis Grizzlies,"  2,325,000 "
Hakim Warrick,2009,Memphis Grizzlies,"  2,119,102 "
Hamed Haddadi,2009,Memphis Grizzlies,"  1,572,221 "
Adonal Foyle,2009,Memphis Grizzlies,"  1,262,275 "
Mike Wilks,2009,Memphis Grizzlies,"  998,398 "
Darrell Arthur,2009,Memphis Grizzlies,"  977,160 "
Quinton Ross,2009,Memphis Grizzlies,"  854,957 "
Darius Miles,2009,Memphis Grizzlies,"  704,752 "
Shaun Livingston,2009,Memphis Grizzlies,"  370,000 "
Jermaine O'Neal,2009,Miami Heat,"  21,372,000 "
Dwyane Wade,2009,Miami Heat,"  14,410,581 "
Mark Blount,2009,Miami Heat,"  8,513,916 "
Udonis Haslem,2009,Miami Heat,"  6,575,000 "
Michael Beasley,2009,Miami Heat,"  4,314,960 "
James Jones,2009,Miami Heat,"  4,010,000 "
Dorell Wright,2009,Miami Heat,"  2,612,835 "
Smush Parker,2009,Miami Heat,"  1,660,000 "
Daequan Cook,2009,Miami Heat,"  1,273,200 "
Jamaal Magloire,2009,Miami Heat,"  1,141,838 "
Walter Sharpe,2009,Detroit Pistons,"  442,114 "
Chris Quinn,2009,Miami Heat,"  972,581 "
Mike Conley,2009,Memphis Grizzlies,"  3,630,480 "
O.J. Mayo,2009,Memphis Grizzlies,"  3,875,040 "
Greg Buckner,2009,Memphis Grizzlies,"  4,010,005 "
Marko Jaric,2009,Memphis Grizzlies,"  6,575,000 "
Brian Skinner,2009,Los Angeles Clippers,"  1,262,275 "
Jason Williams,2009,Los Angeles Clippers,"  1,262,275 "
Mardy Collins,2009,Los Angeles Clippers,"  1,034,760 "
Cheikh Samb,2009,Los Angeles Clippers,"  797,581 "
Steve Novak,2009,Los Angeles Clippers,"  797,581 "
Alex Acker,2009,Los Angeles Clippers,"  711,517 "
Fred Jones,2009,Los Angeles Clippers,"  622,531 "
DeAndre Jordan,2009,Los Angeles Clippers,"  550,000 "
Mike Taylor,2009,Los Angeles Clippers,"  500,000 "
Paul Davis,2009,Los Angeles Clippers,"  328,416 "
Hassan Adams,2009,Los Angeles Clippers,"  297,163 "
Kobe Bryant,2009,Los Angeles Lakers,"  21,262,500 "
Ricky Davis,2009,Los Angeles Clippers,"  2,300,000 "
Pau Gasol,2009,Los Angeles Lakers,"  15,106,000 "
Derek Fisher,2009,Los Angeles Lakers,"  4,700,000 "
Sasha Vujacic,2009,Los Angeles Lakers,"  4,524,887 "
Luke Walton,2009,Los Angeles Lakers,"  4,420,000 "
Adam Morrison,2009,Los Angeles Lakers,"  4,159,200 "
Trevor Ariza,2009,Los Angeles Lakers,"  3,100,000 "
Andrew Bynum,2009,Los Angeles Lakers,"  2,769,300 "
Jordan Farmar,2009,Los Angeles Lakers,"  1,080,000 "
D.J. Mbenga,2009,Los Angeles Lakers,"  880,658 "
Josh Powell,2009,Los Angeles Lakers,"  854,957 "
Shannon Brown,2009,Los Angeles Lakers,"  797,581 "
Sun Yue,2009,Los Angeles Lakers,"  442,114 "
Antoine Walker,2009,Memphis Grizzlies,"  8,854,475 "
Lamar Odom,2009,Los Angeles Lakers,"  14,148,596 "
Will Bynum,2009,Detroit Pistons,"  711,517 "
Aaron Gray,2009,Chicago Bulls,"  711,517 "
Arron Afflalo,2009,Detroit Pistons,"  1,015,440 "
Boris Diaw,2009,Charlotte Bobcats,"  9,000,000 "
Nazr Mohammed,2009,Charlotte Bobcats,"  6,049,400 "
Vladimir Radmanovic,2009,Charlotte Bobcats,"  6,049,400 "
DeSagana Diop,2009,Charlotte Bobcats,"  5,585,000 "
Raja Bell,2009,Charlotte Bobcats,"  5,000,000 "
Raymond Felton,2009,Charlotte Bobcats,"  4,148,716 "
Sean May,2009,Charlotte Bobcats,"  2,661,027 "
D.J. Augustin,2009,Charlotte Bobcats,"  2,208,960 "
Alexis Ajinca,2009,Charlotte Bobcats,"  1,276,320 "
Juwan Howard,2009,Charlotte Bobcats,"  928,143 "
Sean Singletary,2009,Charlotte Bobcats,"  442,114 "
Cartier Martin,2009,Charlotte Bobcats,"  200,252 "
Linton Johnson,2009,Charlotte Bobcats,"  125,374 "
Andre Brown,2009,Charlotte Bobcats,"  107,908 "
Dwayne Jones,2009,Charlotte Bobcats,"  46,812 "
Brad Miller,2009,Chicago Bulls,"  11,375,000 "
Kirk Hinrich,2009,Chicago Bulls,"  10,000,000 "
Luol Deng,2009,Chicago Bulls,"  9,385,000 "
Ben Gordon,2009,Chicago Bulls,"  6,404,750 "
Jerome James,2009,Chicago Bulls,"  6,200,000 "
Tim Thomas,2009,Chicago Bulls,"  6,049,400 "
John Salmons,2009,Chicago Bulls,"  5,104,000 "
Derrick Rose,2009,Chicago Bulls,"  4,822,800 "
Tyrus Thomas,2009,Chicago Bulls,"  3,749,880 "
Joakim Noah,2009,Chicago Bulls,"  2,295,480 "
Gerald Wallace,2009,Charlotte Bobcats,"  9,500,000 "
Emeka Okafor,2009,Charlotte Bobcats,"  9,537,500 "
Henry Walker,2009,Boston Celtics,"  542,114 "
Glen Davis,2009,Boston Celtics,"  711,517 "
Yakhouba Diawara,2009,Miami Heat,"  875,000 "
Mike Bibby,2009,Atlanta Hawks,"  14,983,603 "
Joe Johnson,2009,Atlanta Hawks,"  14,232,567 "
Josh Smith,2009,Atlanta Hawks,"  10,000,000 "
Speedy Claxton,2009,Atlanta Hawks,"  5,757,818 "
Al Horford,2009,Atlanta Hawks,"  4,026,720 "
Zaza Pachulia,2009,Atlanta Hawks,"  4,000,000 "
Maurice Evans,2009,Atlanta Hawks,"  2,500,000 "
Acie Law,2009,Atlanta Hawks,"  2,071,680 "
Ronald Murray,2009,Atlanta Hawks,"  1,500,000 "
Randolph Morris,2009,Atlanta Hawks,"  797,581 "
Solomon Jones,2009,Atlanta Hawks,"  797,581 "
Lindsey Hunter,2009,Chicago Bulls,"  1,143,473 "
Mario West,2009,Atlanta Hawks,"  711,517 "
Othello Hunter,2009,Atlanta Hawks,"  442,114 "
Kevin Garnett,2009,Boston Celtics,"  24,751,934 "
Ray Allen,2009,Boston Celtics,"  18,388,430 "
Paul Pierce,2009,Boston Celtics,"  18,077,903 "
Kendrick Perkins,2009,Boston Celtics,"  4,578,880 "
Brian Scalabrine,2009,Boston Celtics,"  3,206,897 "
Eddie House,2009,Boston Celtics,"  2,650,000 "
Tony Allen,2009,Boston Celtics,"  2,500,000 "
Rajon Rondo,2009,Boston Celtics,"  1,315,080 "
J.R. Giddens,2009,Boston Celtics,"  957,120 "
Leon Powe,2009,Boston Celtics,"  797,581 "
Gabe Pruitt,2009,Boston Celtics,"  711,517 "
Thomas Gardner,2009,Atlanta Hawks,"  711,517 "
Anthony Roberson,2009,Chicago Bulls,"  797,581 "
Demetris Nichols,2009,Chicago Bulls,"  87,893 "
Ben Wallace,2009,Cleveland Cavaliers,"  14,500,000 "
Brandon Bass,2009,Dallas Mavericks,"  826,269 "
James Singleton,2009,Dallas Mavericks,"  826,269 "
Kenyon Martin,2009,Denver Nuggets,"  14,431,816 "
Carmelo Anthony,2009,Denver Nuggets,"  14,410,581 "
Chauncey Billups,2009,Denver Nuggets,"  11,050,000 "
Nene Hilario,2009,Denver Nuggets,"  9,680,000 "
J.R. Smith,2009,Denver Nuggets,"  4,985,001 "
Steven Hunter,2009,Denver Nuggets,"  3,862,600 "
Antonio McDyess,2009,Denver Nuggets,"  3,000,000 "
Johan Petro,2009,Denver Nuggets,"  1,939,893 "
Linas Kleiza,2009,Denver Nuggets,"  1,824,493 "
Renaldo Balkman,2009,Denver Nuggets,"  1,369,920 "
Gerald Green,2009,Dallas Mavericks,"  854,957 "
Anthony Carter,2009,Denver Nuggets,"  1,147,533 "
Dahntay Jones,2009,Denver Nuggets,"  926,678 "
Sonny Weems,2009,Denver Nuggets,"  442,114 "
Juwan Howard,2009,Denver Nuggets,"  51,976 "
Allen Iverson,2009,Detroit Pistons,"  20,840,625 "
Rasheed Wallace,2009,Detroit Pistons,"  13,930,000 "
Richard Hamilton,2009,Detroit Pistons,"  10,812,500 "
Tayshaun Prince,2009,Detroit Pistons,"  9,500,000 "
Kwame Brown,2009,Detroit Pistons,"  4,000,000 "
Amir Johnson,2009,Detroit Pistons,"  3,666,667 "
Walter Herrmann,2009,Detroit Pistons,"  2,000,000 "
Jason Maxiell,2009,Detroit Pistons,"  1,877,572 "
Rodney Stuckey,2009,Detroit Pistons,"  1,687,320 "
Chris Andersen,2009,Denver Nuggets,"  998,398 "
Antonio McDyess,2009,Detroit Pistons,"  950,419 "
Keith McLeod,2009,Dallas Mavericks,"  926,678 "
J.J. Barea,2009,Dallas Mavericks,"  1,500,000 "
LeBron James,2009,Cleveland Cavaliers,"  14,410,581 "
Wally Szczerbiak,2009,Cleveland Cavaliers,"  13,775,000 "
Zydrunas Ilgauskas,2009,Cleveland Cavaliers,"  10,841,615 "
Mo Williams,2009,Cleveland Cavaliers,"  8,353,000 "
Eric Snow,2009,Cleveland Cavaliers,"  7,312,500 "
Anderson Varejao,2009,Cleveland Cavaliers,"  5,784,480 "
Sasha Pavlovic,2009,Cleveland Cavaliers,"  4,500,000 "
Delonte West,2009,Cleveland Cavaliers,"  3,850,000 "
Daniel Gibson,2009,Cleveland Cavaliers,"  3,700,000 "
J.J. Hickson,2009,Cleveland Cavaliers,"  1,329,480 "
Lorenzen Wright,2009,Cleveland Cavaliers,"  1,262,275 "
Tarence Kinsey,2009,Cleveland Cavaliers,"  797,581 "
Ryan Hollins,2009,Dallas Mavericks,"  972,581 "
Darnell Jackson,2009,Cleveland Cavaliers,"  450,000 "
Trey Johnson,2009,Cleveland Cavaliers,"  187,258 "
Jason Kidd,2009,Dallas Mavericks,"  21,372,000 "
Dirk Nowitzki,2009,Dallas Mavericks,"  18,077,904 "
Erick Dampier,2009,Dallas Mavericks,"  11,553,000 "
Josh Howard,2009,Dallas Mavericks,"  9,945,000 "
Jason Terry,2009,Dallas Mavericks,"  9,196,000 "
Jerry Stackhouse,2009,Dallas Mavericks,"  7,000,000 "
Matt Carroll,2009,Dallas Mavericks,"  5,050,000 "
D.J. Mbenga,2009,Dallas Mavericks,"  1,971,941 "
Antoine Wright,2009,Dallas Mavericks,"  1,800,000 "
Devean George,2009,Dallas Mavericks,"  1,600,000 "
Shawne Williams,2009,Dallas Mavericks,"  1,572,960 "
Jawad Williams,2009,Cleveland Cavaliers,"  244,463 "
Jamario Moon,2009,Miami Heat,"  711,517 "
Marvin Williams,2009,Atlanta Hawks,"  5,636,143 "
Mario Chalmers,2009,Miami Heat,"  700,000 "
Rudy Fernandez,2009,Portland Trailblazers,"  1,084,080 "
Sergio Rodriguez,2009,Portland Trailblazers,"  1,048,800 "
Nicolas Batum,2009,Portland Trailblazers,"  1,040,640 "
Shavlik Randolph,2009,Portland Trailblazers,"  826,269 "
Kevin Martin,2009,Sacramento Kings,"  8,760,335 "
Kenny Thomas,2009,Sacramento Kings,"  8,562,500 "
Andres Nocioni,2009,Sacramento Kings,"  8,000,000 "
Drew Gooden,2009,Sacramento Kings,"  7,151,183 "
Bobby Jackson,2009,Sacramento Kings,"  6,487,888 "
Mikki Moore,2009,Sacramento Kings,"  5,632,200 "
Beno Udrih,2009,Sacramento Kings,"  5,585,000 "
Ike Diogu,2009,Sacramento Kings,"  2,912,823 "
Rashad McCants,2009,Sacramento Kings,"  2,620,126 "
Spencer Hawes,2009,Sacramento Kings,"  2,180,760 "
Francisco Garcia,2009,Sacramento Kings,"  1,983,454 "
Jason Thompson,2009,Sacramento Kings,"  1,893,840 "
Cedric Simmons,2009,Sacramento Kings,"  1,742,760 "
Quincy Douby,2009,Sacramento Kings,"  1,427,040 "
Calvin Booth,2009,Sacramento Kings,"  1,319,651 "
Sam Cassell,2009,Sacramento Kings,"  1,262,275 "
Donte Greene,2009,Sacramento Kings,"  971,160 "
Will Solomon,2009,Sacramento Kings,"  711,517 "
Tim Duncan,2009,San Antonio Spurs,"  20,598,704 "
Tony Parker,2009,San Antonio Spurs,"  11,550,000 "
Manu Ginobili,2009,San Antonio Spurs,"  9,905,248 "
Michael Ruffin,2009,Portland Trailblazers,"  1,141,838 "
Jerryd Bayless,2009,Portland Trailblazers,"  1,993,560 "
Brandon Roy,2009,Portland Trailblazers,"  3,084,240 "
Channing Frye,2009,Portland Trailblazers,"  3,163,769 "
Theo Ratliff,2009,Philadelphia 76ers,"  1,262,275 "
Kareem Rush,2009,Philadelphia 76ers,"  926,678 "
Royal Ivey,2009,Philadelphia 76ers,"  854,957 "
Shaquille O'Neal,2009,Phoenix Suns,"  21,000,000 "
Amar'e Stoudemire,2009,Phoenix Suns,"  15,070,550 "
Steve Nash,2009,Phoenix Suns,"  12,250,000 "
Jason Richardson,2009,Phoenix Suns,"  12,222,221 "
Leandro Barbosa,2009,Phoenix Suns,"  6,100,000 "
Grant Hill,2009,Phoenix Suns,"  1,976,400 "
Goran Dragic,2009,Phoenix Suns,"  1,700,000 "
Robin Lopez,2009,Phoenix Suns,"  1,623,720 "
Jared Dudley,2009,Phoenix Suns,"  1,222,320 "
Kurt Thomas,2009,San Antonio Spurs,"  4,200,000 "
